passportArea,weight,currentTeamId,birthDate,height,role,wyId,foot,shortName
"{'name': 'New Caledonia', 'id': '540', 'alpha3code': 'NCL', 'alpha2code': 'NC'}",74,3789.0,1988-10-23,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",132972,right,G. Gope-Fenepej
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,3172.0,1995-03-18,188,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",264084,right,P. Gollini
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",78,3776.0,1997-03-29,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",284322,right,E. Ponce
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",70,3194.0,1996-10-20,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",388099,right,E. Bearzotti
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",90,3164.0,1985-12-01,195,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",20802,left,E. Viviano
"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}",87,692.0,1996-08-14,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",395636,right,Maxi G\u00f3mez
"{'name': 'Mauritania', 'id': '478', 'alpha3code': 'MRT', 'alpha2code': 'MR'}",79,695.0,1997-12-31,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",264778,right,M. El Id
"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}",78,3162.0,1995-03-19,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",166534,right,T. Strakosha
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,3785.0,1996-06-24,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",330387,right,M. Coco
"{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}",83,2446.0,1994-09-13,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",35477,right,J. Pohjanpalo
"{'name': 'Peru', 'id': '604', 'alpha3code': 'PER', 'alpha2code': 'PE'}",67,5654.0,1992-08-25,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",115146,left,M. Trauco
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",72,3176.0,1989-06-10,173,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",22313,right,V. Laurini
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",67,3780.0,1994-04-17,170,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",264989,right,F. Mubele
"{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}",86,3163.0,1994-12-03,190,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",265172,left,A. Bar\u00e1k
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",85,2447.0,1995-07-19,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",297957,right,M. Akanji
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",67,682.0,1995-01-18,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",134174,left,Samu Castillejo
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",82,698.0,1996-04-25,197,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",363560,right,F. Manojlovi\u0107
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,696.0,1992-02-16,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",134249,right,Rub\u00e9n Sobrino
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",87,,1982-06-20,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",101581,right,V. Berezutski
"{'name': 'Paraguay', 'id': '600', 'alpha3code': 'PRY', 'alpha2code': 'PY'}",65,2454.0,1998-09-11,174,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",363648,right,J. Villalba
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",80,1631.0,1996-12-16,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",265366,right,W. Ndidi
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",72,4502.0,1993-03-12,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",265368,right,A. Shehu
"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",70,4488.0,1985-09-17,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",101555,right,T. Hubo\u010dan
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",83,3160.0,1981-11-27,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",101558,right,Bruno Alves
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",68,2447.0,1998-11-04,179,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",396475,right,A. Hakimi
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,756.0,1985-05-21,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",167104,right,Eloi Amagat
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",81,698.0,1987-01-10,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3267,right,Guaita
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",68,676.0,1989-03-21,170,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3269,left,Jordi Alba
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",76,684.0,1987-06-12,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3270,right,Barrag\u00e1n
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",82,13886.0,1986-04-08,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",101576,right,I. Akinfeev
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",90,3771.0,1985-12-27,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3276,right,A. Rami
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",78,682.0,1989-01-25,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3277,left,V\u00edctor Ru\u00edz
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,678.0,1992-01-04,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",167119,right,Sabin Merino
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",71,680.0,1988-06-29,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3280,right,\u00c9. Banega
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",67,2444.0,1993-03-01,170,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3281,left,Juan Bernat
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",74,687.0,1991-02-16,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3282,left,Canales
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",74,674.0,1989-04-16,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3286,right,Dani Parejo
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,756.0,1992-05-21,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3287,right,Portu
"{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",76,8311.0,1986-06-13,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",101592,left,K. Honda
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",82,4487.0,1986-03-03,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3289,right,M. Topal
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",78,678.0,1981-02-11,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3290,right,Aduriz
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",71,676.0,1993-08-30,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3291,right,Paco Alc\u00e1cer
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",63,691.0,1989-03-31,163,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3293,left,P. Piatti
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",88,684.0,1987-05-13,191,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3296,left,Ad\u00e1n
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",81,696.0,1992-05-18,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3299,left,Fernando Pacheco
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",74,3161.0,1993-09-08,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",298212,left,Dalbert
"{'name': 'Nigeria', 'id': '566', 'alpha3code': 'NGA', 'alpha2code': 'NG'}",66,16470.0,1992-10-14,171,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",101606,right,A. Musa
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",76,675.0,1990-01-18,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3304,right,Nacho
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",82,675.0,1986-03-30,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3306,right,Sergio Ramos
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",78,,1978-05-18,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3307,right,Ricardo Carvalho
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",78,3787.0,1990-10-01,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3308,right,Pedro Mendes
"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",81,675.0,1993-04-25,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3309,right,R. Varane
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",80,675.0,1988-05-12,174,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3310,left,Marcelo
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",97,2444.0,1995-09-03,195,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",134383,right,N. S\u00fcle
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,3187.0,1987-02-11,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3313,right,Jos\u00e9 Callej\u00f3n
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",67,3767.0,1985-03-10,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3315,right,L. Diarra
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",78,691.0,1987-07-02,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3317,right,Granero
"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",85,3159.0,1987-04-04,189,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3318,right,S. Khedira
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",76,1609.0,1988-10-15,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3319,left,M. \u00d6zil
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",73,2447.0,1988-09-05,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3320,left,N. \u015eahin
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",81,675.0,1987-12-19,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3321,right,K. Benzema
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",83,3159.0,1985-02-05,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3322,right,Cristiano Ronaldo
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",82,3157.0,1987-12-10,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3323,right,G. Higua\u00edn
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",69,677.0,1988-09-11,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3325,right,Juanfran
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",85,695.0,1989-09-14,189,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3330,left,Oier
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",84,3162.0,1988-09-05,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",101635,left,F. Caicedo
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",70,3767.0,1983-05-06,172,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3334,right,Dani Alves
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,684.0,1991-01-15,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3335,right,Bartra
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",89,692.0,1989-11-14,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3337,left,Font\u00e0s
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",77,692.0,1992-07-28,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3338,right,Sergi G\u00f3mez
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,674.0,1991-04-14,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3339,right,Montoya
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,756.0,1992-03-27,179,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3340,left,Muniesa
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,3173.0,1994-06-28,183,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",134413,right,A. Cragno
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",71,3161.0,1993-02-12,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3344,left,Rafinha
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",70,2444.0,1991-04-11,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3345,right,Thiago Alc\u00e2ntara
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",76,676.0,1988-07-16,189,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3346,right,Sergio Busquets
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",68,676.0,1992-02-07,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3347,right,Sergi Roberto
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",68,3204.0,1995-05-21,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",134420,left,F. Costa
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",68,7847.0,1990-04-26,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3349,right,J. dos Santos
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",68,12804.0,1984-05-11,171,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3353,right,Iniesta
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",78,3159.0,1994-07-29,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",134427,right,D. Rugani
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",72,3164.0,1995-03-28,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",134429,right,L. Capezzi
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,684.0,1991-08-11,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3358,right,Cristian Tello
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,676.0,1987-06-24,170,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3359,left,L. Messi
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,3204.0,1995-03-07,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",134435,right,A. Grassi
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",91,13885.0,1988-08-22,196,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",101669,right,A. Dzyuba
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",67,684.0,1986-09-28,169,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3384,left,A. Guardado
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",75,13888.0,1984-07-19,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",101699,right,A. Samedov
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",84,1610.0,1994-10-03,189,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3397,right,Arrizabalaga
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",88,695.0,1988-03-13,196,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3398,right,Ra\u00fal Fern\u00e1ndez
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",89,756.0,1981-03-06,191,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3399,right,Iraizoz
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",80,,1993-10-10,185,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",134475,right,R. Piscitelli
"{'name': 'Angola', 'id': '24', 'alpha3code': 'AGO', 'alpha2code': 'AO'}",68,756.0,1993-06-10,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3407,right,Ramalho
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,678.0,1992-04-27,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3408,left,Saborit
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",79,678.0,1989-05-30,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3409,right,San Jos\u00e9
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",77,678.0,1989-03-08,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3414,right,Iturraspe
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",81,2444.0,1988-09-02,190,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3416,right,Javi Mart\u00ednez
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",66,678.0,1987-12-14,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3420,right,Susaeta
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",78,678.0,1989-04-14,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3421,right,De Marcos
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,696.0,1989-11-11,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3423,right,Ibai G\u00f3mez
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",63,678.0,1992-12-19,169,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3425,right,Muniain
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",87,682.0,1989-06-28,189,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3428,right,Sergio Asenjo
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",81,680.0,1995-06-17,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",134503,left,C. Lenglet
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",79,679.0,1986-02-16,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3433,right,D. God\u00edn
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",73,679.0,1985-08-09,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3434,left,Filipe Luis
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",77,3163.0,1995-05-07,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",134508,right,S. Fofana
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",76,3185.0,1986-09-20,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",101742,left,C. Ansaldi
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,679.0,1992-01-08,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3443,right,Koke
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",77,9607.0,1990-07-13,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3445,right,E. Salvio
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",71,679.0,1985-01-09,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3447,right,Juanfran
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",76,4535.0,1987-01-30,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3448,right,A. Turan
"{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",72,19830.0,1986-02-10,177,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3450,right,R. Falcao
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,677.0,1988-01-08,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3451,right,Adri\u00e1n L\u00f3pez
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",88,680.0,1993-09-01,194,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",3458,right,Sergio Rico
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",74,695.0,1987-04-26,177,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3460,right,Coke
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",85,3158.0,1987-03-17,195,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3463,right,F. Fazio
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",68,695.0,1991-03-17,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3464,left,Luna
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",68,,1982-06-25,177,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3465,left,Fernando Navarro
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,696.0,1985-08-04,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3466,right,Alexis
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",74,3767.0,1992-09-04,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",134540,left,L. Kurzawa
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",70,695.0,1993-05-31,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3470,right,Campa\u00f1a
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",60,680.0,1985-11-21,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3474,right,Jes\u00fas Navas
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",70,3158.0,1988-07-26,179,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3475,right,D. Perotti
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",78,676.0,1988-03-10,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3476,right,I. Rakiti\u0107
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,3162.0,1992-09-28,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3484,right,Luis Alberto
